sample_id,dataset,subdataset,label,source_file,n_wavelengths,nm_400,nm_410,nm_420,nm_430,nm_440,nm_450,nm_460,nm_470,nm_480,nm_490,nm_500,nm_510,nm_520,nm_530,nm_540,nm_550,nm_560,nm_570,nm_580,nm_590,nm_600,nm_610,nm_620,nm_630,nm_640,nm_650,nm_660,nm_670,nm_680,nm_690,nm_700
paper_spectra__papersci__0189,paper_spectra,papersci,papersci_0189,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,53.94,53.29,52.25,51.24,50.4,50.06,50.26,50.68,51.46,52.69,54.35,56.18,57.85,58.79,59.28,59.7,60.81,62.46,64.09,64.76,64.14,62.86,61.94,61.82,62.46,63.4,64.14,64.77,65.8,67.62,70.58
paper_spectra__papersci__0190,paper_spectra,papersci,papersci_0190,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,60.25,60.26,59.56,58.51,57.63,57.35,57.72,58.34,59.51,61.38,64.05,67,69.26,70.19,70.51,70.79,70.9,70.75,70.86,71.52,72.5,73.54,75,77.15,80.09,83.35,86.43,89.31,91.76,93.59,95.3
paper_spectra__papersci__0191,paper_spectra,papersci,papersci_0191,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,58.87,58.85,58.22,57.32,56.54,56.27,56.58,57.1,58.11,59.67,61.88,64.28,66.03,66.7,67.02,67.32,67.53,67.5,67.65,68.26,69.08,69.92,71.11,72.74,74.93,77.33,79.56,81.59,83.36,84.74,86.02
paper_spectra__papersci__0192,paper_spectra,papersci,papersci_0192,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,59.28,59.28,58.65,57.74,56.98,56.73,57.07,57.68,58.79,60.52,62.97,65.69,67.75,68.55,68.9,69.26,69.42,69.35,69.52,70.24,71.21,72.26,73.71,75.94,78.97,82.46,85.98,89.44,92.66,95.3,97.85
paper_spectra__papersci__0193,paper_spectra,papersci,papersci_0193,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,70.44,70.77,70.54,70.02,69.62,69.71,70.44,71.47,73.13,75.69,79.37,83.46,86.9,89,90.16,91,91.66,92.05,92.45,92.82,93.17,93.49,93.79,94.14,94.59,95.07,95.66,96.38,97.14,97.85,98.56
paper_spectra__papersci__0194,paper_spectra,papersci,papersci_0194,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,65.84,66.06,65.89,65.5,65.16,65.16,65.64,66.33,67.45,69.12,71.37,73.78,75.67,76.7,77.39,77.97,78.52,78.9,79.35,79.78,80.22,80.64,81.07,81.51,82.01,82.56,83.13,83.81,84.53,85.22,85.83
paper_spectra__papersci__0195,paper_spectra,papersci,papersci_0195,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,69.15,69.4,69.12,68.64,68.27,68.36,69.05,70.02,71.61,74.06,77.66,81.9,85.86,88.6,90.47,91.93,93.17,93.97,94.77,95.61,96.35,97.08,97.79,98.49,99.23,100,100.88,101.84,102.85,103.83,104.73
paper_spectra__papersci__0196,paper_spectra,papersci,papersci_0196,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,24.56,52.74,86.18,103.29,106.26,102.46,98.4,96.21,94.6,93.09,92.2,91.54,90.59,89.92,89.55,89.34,89.33,89.33,89.55,90.1,90.73,91.53,92.48,93.58,94.66,95.62,96.56,97.52,98.44,99.25,99.98
paper_spectra__papersci__0197,paper_spectra,papersci,papersci_0197,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,24.73,51.57,80.69,93.16,94.57,90.99,87.35,85.4,84.01,82.72,82.02,81.6,80.91,80.5,80.38,80.36,80.51,80.68,81.01,81.57,82.21,82.9,83.73,84.66,85.6,86.45,87.25,88.12,88.93,89.69,90.41
paper_spectra__papersci__0198,paper_spectra,papersci,papersci_0198,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,24.26,51.45,83.72,100.62,104.15,100.77,96.96,94.98,93.66,92.37,91.65,91.15,90.28,89.61,89.29,89.18,89.29,89.42,89.78,90.67,91.8,93.16,94.8,96.73,98.77,100.67,102.37,104.01,105.47,106.63,107.76
paper_spectra__papersci__0199,paper_spectra,papersci,papersci_0199,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,48.52,68.9,86.55,92.83,94.14,92.43,90.75,90.02,89.55,89.07,88.94,89.07,88.92,88.99,89.16,89.44,89.86,90.08,90.43,90.91,91.48,92.12,92.89,93.76,94.65,95.52,96.4,97.37,98.3,99.15,99.91
paper_spectra__papersci__0200,paper_spectra,papersci,papersci_0200,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,48,65.83,79.6,83.28,83.71,81.95,80.32,79.59,79.08,78.62,78.49,78.59,78.54,78.58,78.81,79.09,79.53,79.81,80.2,80.7,81.28,81.86,82.52,83.24,84,84.75,85.48,86.31,87.17,87.92,88.62
paper_spectra__papersci__0201,paper_spectra,papersci,papersci_0201,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,47.51,67.27,84.38,90.62,92.07,90.54,89,88.43,88.1,87.79,87.86,88.18,88.23,88.38,88.79,89.31,89.94,90.43,90.98,91.74,92.67,93.8,95.12,96.58,98.09,99.55,100.97,102.45,103.84,105.04,106.17
paper_spectra__papersci__0202,paper_spectra,papersci,papersci_0202,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,30.88,57.67,87.99,103.1,105.78,102.25,98.44,96.37,94.83,93.37,92.46,91.83,90.94,90.34,89.99,89.81,89.89,89.93,90.14,90.68,91.38,92.13,92.96,94,95.07,96,96.9,97.88,98.79,99.58,100.31
paper_spectra__papersci__0203,paper_spectra,papersci,papersci_0203,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,30.97,56.19,81.87,92.08,93.1,89.84,86.5,84.67,83.33,82.09,81.4,80.97,80.36,80,79.89,79.99,80.2,80.36,80.69,81.24,81.82,82.46,83.17,84.02,84.89,85.68,86.45,87.25,88.1,88.89,89.57
paper_spectra__papersci__0204,paper_spectra,papersci,papersci_0204,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,30.69,56.53,85.77,100.86,104.19,101.05,97.48,95.6,94.25,92.93,92.14,91.62,90.77,90.13,89.82,89.74,89.85,90.05,90.49,91.35,92.42,93.76,95.35,97.19,99.17,101.06,102.8,104.37,105.83,107.09,108.23
paper_spectra__papersci__0205,paper_spectra,papersci,papersci_0205,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,46.65,67.95,86.56,93.16,94.55,92.84,91.08,90.28,89.77,89.25,89.05,89.09,88.84,88.78,88.81,89,89.34,89.56,89.83,90.22,90.72,91.41,92.29,93.27,94.14,94.89,95.66,96.53,97.42,98.21,98.93
paper_spectra__papersci__0206,paper_spectra,papersci,papersci_0206,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,45.77,64.55,79.44,83.63,84.18,82.41,80.74,79.92,79.36,78.88,78.7,78.76,78.6,78.59,78.7,78.95,79.38,79.68,80.04,80.53,81.09,81.74,82.5,83.3,84.12,84.82,85.53,86.4,87.2,87.89,88.58
paper_spectra__papersci__0207,paper_spectra,papersci,papersci_0207,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,46.39,66.55,84.01,90.39,91.94,90.49,89,88.44,88.13,87.83,87.86,88.1,88.06,88.09,88.29,88.68,89.26,89.68,90.21,90.91,91.78,93.05,94.7,96.49,98.15,99.56,100.87,102.23,103.51,104.65,105.72
paper_spectra__papersci__0208,paper_spectra,papersci,papersci_0208,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,60.85,74.53,84.69,87.74,88.78,88.2,87.67,87.65,87.77,87.89,88.16,88.68,88.95,89.26,89.64,90.03,90.54,90.85,91.19,91.6,91.96,92.29,92.59,92.99,93.51,94.04,94.64,95.4,96.2,96.94,97.58
paper_spectra__papersci__0209,paper_spectra,papersci,papersci_0209,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,57.29,66.82,73.2,74.74,75.11,74.44,73.91,73.78,73.77,73.8,73.97,74.35,74.57,74.76,75.09,75.49,75.98,76.35,76.76,77.26,77.73,78.14,78.6,79.14,79.7,80.24,80.84,81.55,82.32,83.01,83.59
paper_spectra__papersci__0210,paper_spectra,papersci,papersci_0210,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,59.7,72.1,81.43,84.46,85.63,85.32,85.08,85.31,85.7,86.11,86.73,87.55,88.2,88.83,89.59,90.41,91.34,92.12,92.92,93.8,94.63,95.46,96.24,97.09,98.03,98.96,99.93,101,102.11,103.17,104.17
paper_spectra__papersci__0211,paper_spectra,papersci,papersci_0211,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,34.81,57.21,81.09,92.46,95.45,94.01,91.86,90.76,89.97,89.04,88.44,88.12,87.64,87.39,87.4,87.6,87.95,88.16,88.49,89.11,89.91,90.79,91.74,92.78,93.88,94.92,95.97,97.07,98.07,98.95,99.73
paper_spectra__papersci__0212,paper_spectra,papersci,papersci_0212,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,33.45,54.87,76.34,85.02,86.67,84.84,82.6,81.43,80.64,79.77,79.27,79.1,78.7,78.52,78.68,78.94,79.33,79.58,80.01,80.64,81.33,82.08,82.9,83.76,84.68,85.58,86.45,87.36,88.28,89.06,89.78
paper_spectra__papersci__0213,paper_spectra,papersci,papersci_0213,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,34.33,56.1,78.9,89.63,92.67,91.46,89.56,88.71,88.1,87.35,86.9,86.76,86.41,86.22,86.41,86.81,87.33,87.72,88.29,89.28,90.49,91.92,93.54,95.24,97.08,98.93,100.78,102.63,104.28,105.64,106.89
paper_spectra__papersci__0214,paper_spectra,papersci,papersci_0214,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,33.45,59.82,88.91,102.83,105.16,101.76,98.18,96.26,94.84,93.44,92.61,92.05,91.18,90.57,90.26,90.1,90.13,90.11,90.35,90.91,91.58,92.37,93.33,94.42,95.53,96.53,97.48,98.46,99.37,100.21,100.97
paper_spectra__papersci__0215,paper_spectra,papersci,papersci_0215,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,33.36,58.72,84.32,94.48,95.54,92.3,89.04,87.24,85.96,84.74,84.02,83.62,82.99,82.65,82.56,82.58,82.82,82.98,83.29,83.86,84.53,85.21,86.02,86.98,87.92,88.79,89.63,90.57,91.44,92.23,92.94
paper_spectra__papersci__0216,paper_spectra,papersci,papersci_0216,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\papersci.asc,31,33.78,59.45,87.26,100.77,103.53,100.51,97.2,95.5,94.27,93.09,92.38,91.94,91.15,90.45,90.13,90.02,90.12,90.25,90.65,91.56,92.67,94.04,95.75,97.81,100.01,102.11,104.05,105.92,107.6,108.98,110.26
