sample_id,dataset,subdataset,label,source_file,n_wavelengths,nm_400,nm_410,nm_420,nm_430,nm_440,nm_450,nm_460,nm_470,nm_480,nm_490,nm_500,nm_510,nm_520,nm_530,nm_540,nm_550,nm_560,nm_570,nm_580,nm_590,nm_600,nm_610,nm_620,nm_630,nm_640,nm_650,nm_660,nm_670,nm_680,nm_690,nm_700
paper_spectra__cardboardsce__0038,paper_spectra,cardboardsce,cardboardsce_0038,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,58.07,62.74,66.34,68.91,71.84,74.52,75.79,75.99,75.46,74.29,72.31,69.73,65.96,61.57,56.66,51.13,45.76,42.55,41.17,40.8,40.21,39.81,40.69,43.14,46.24,49.01,50.43,49.84,48.02,47.12,47.55
paper_spectra__cardboardsce__0039,paper_spectra,cardboardsce,cardboardsce_0039,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,58.75,62.51,65.5,67.62,69.66,71.24,72.21,73.01,73.62,74.12,74.37,74.24,72.99,70.79,67.62,63.23,57.75,52.54,47.92,44.38,41.61,39.82,39.52,40.37,41.55,42.1,40.97,39.6,40.6,44.53,49.93
paper_spectra__cardboardsce__0040,paper_spectra,cardboardsce,cardboardsce_0040,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,60.07,63.87,66.83,68.9,70.88,72.4,73.29,74.01,74.54,75,75.26,75.04,73.7,71.39,68.09,63.59,57.97,52.64,47.93,44.31,41.51,39.73,39.42,40.28,41.48,41.91,40.62,39.19,40.25,44.36,49.97
paper_spectra__cardboardsce__0041,paper_spectra,cardboardsce,cardboardsce_0041,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,41.1,46.54,50.99,54.25,57.38,59.37,59.98,60.01,59.27,57.77,55.29,51.99,47.59,42.86,38.02,32.86,27.66,23.57,20.36,18.29,16.84,15.96,15.87,16.56,17.5,18.04,17.58,17.04,17.98,20.78,24.95
paper_spectra__cardboardsce__0042,paper_spectra,cardboardsce,cardboardsce_0042,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,41.14,46.59,51.06,54.36,57.49,59.46,60.05,60.08,59.35,57.84,55.32,52.03,47.63,42.87,38.04,32.86,27.66,23.52,20.3,18.23,16.78,15.92,15.84,16.53,17.49,18.07,17.61,17.07,18.03,20.84,24.97
paper_spectra__cardboardsce__0043,paper_spectra,cardboardsce,cardboardsce_0043,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,62.77,65.66,67.91,69.42,70.68,71.55,71.88,71.99,71.92,71.64,71.07,70.37,69.16,67.62,65.61,62.92,59.39,55.83,52.44,49.75,47.58,46.44,46.62,47.7,49.06,49.41,47.53,45.8,47.67,53.12,59.37
paper_spectra__cardboardsce__0044,paper_spectra,cardboardsce,cardboardsce_0044,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,62.35,65.34,67.65,69.19,70.51,71.45,71.81,71.97,71.87,71.59,71.02,70.27,69.06,67.44,65.37,62.53,58.96,55.41,51.99,49.31,47.16,46.04,46.18,47.32,48.7,49.09,47.24,45.51,47.38,52.86,59.03
paper_spectra__cardboardsce__0045,paper_spectra,cardboardsce,cardboardsce_0045,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,54.79,53.24,51.46,49.98,48.9,48.67,49.07,49.89,51.37,53.93,57.89,62.62,67.42,70.88,73.02,74.89,77.15,79.41,81.49,82.87,83.67,84.01,84.19,84.35,84.39,84.5,84.67,84.81,84.77,84.92,85.04
paper_spectra__cardboardsce__0046,paper_spectra,cardboardsce,cardboardsce_0046,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,55.46,53.79,51.86,50.29,49.2,48.96,49.36,50.2,51.7,54.32,58.39,63.25,68.21,71.84,74.21,76.33,78.89,81.76,84.7,86.87,88.16,88.86,89.33,89.62,89.86,90.2,90.52,90.73,90.82,91.17,91.42
paper_spectra__cardboardsce__0047,paper_spectra,cardboardsce,cardboardsce_0047,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,7.17,6.84,6.58,6.52,6.55,6.65,6.81,7.08,7.42,7.79,8.22,8.79,9.58,10.37,11.19,12.17,13.47,15.28,17.45,19.3,20.16,20.53,20.93,21.55,22.5,23.73,25,26.85,29.7,33.27,37.58
paper_spectra__cardboardsce__0048,paper_spectra,cardboardsce,cardboardsce_0048,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,7.19,6.87,6.59,6.51,6.56,6.66,6.83,7.08,7.43,7.79,8.21,8.8,9.58,10.38,11.22,12.19,13.52,15.34,17.52,19.42,20.27,20.64,21.08,21.68,22.65,23.88,25.15,27.01,29.85,33.45,37.79
paper_spectra__cardboardsce__0049,paper_spectra,cardboardsce,cardboardsce_0049,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,11.43,10.66,10.03,9.91,10.19,10.73,11.6,13.08,15.25,17.94,21.65,26.51,32.23,37.83,44.51,54.49,65.69,73.35,78.45,81.49,83.33,84.5,85.29,85.69,85.99,86.3,86.6,86.84,86.89,87.09,87.32
paper_spectra__cardboardsce__0050,paper_spectra,cardboardsce,cardboardsce_0050,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,11.32,10.52,9.89,9.77,10.04,10.55,11.4,12.83,14.94,17.58,21.24,26.06,31.73,37.22,43.9,53.97,65.2,73.03,78.41,81.74,83.91,85.35,86.35,86.93,87.4,87.83,88.28,88.6,88.7,89.07,89.47
paper_spectra__cardboardsce__0051,paper_spectra,cardboardsce,cardboardsce_0051,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,11,10.02,9.36,9.41,9.93,10.83,12.28,14.71,18.56,24.17,32.69,43.61,56.45,67.77,76.28,82.29,85.61,86.8,87.38,87.41,87.47,87.34,87.24,86.89,86.54,86.26,86.02,85.82,85.44,85.43,85.42
paper_spectra__cardboardsce__0052,paper_spectra,cardboardsce,cardboardsce_0052,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,10.86,9.91,9.27,9.33,9.86,10.74,12.18,14.61,18.39,23.94,32.43,43.32,56.15,67.56,76.33,83.01,87.11,88.96,90.03,90.3,90.52,90.58,90.54,90.26,89.99,89.78,89.6,89.45,89.16,89.16,89.2
paper_spectra__cardboardsce__0053,paper_spectra,cardboardsce,cardboardsce_0053,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,8.06,7.42,6.99,7.05,7.46,8.05,9.05,10.84,13.74,18.17,25.43,35.54,48.62,61.32,71.79,80.01,85.04,87.2,88.3,88.57,88.81,88.76,88.69,88.36,87.97,87.69,87.55,87.33,86.94,86.91,86.95
paper_spectra__cardboardsce__0054,paper_spectra,cardboardsce,cardboardsce_0054,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,8.1,7.52,7.09,7.17,7.59,8.18,9.18,10.96,13.83,18.16,25.23,35.1,48.02,60.62,70.96,79.27,84.75,87.31,88.7,89.24,89.65,89.82,89.82,89.56,89.26,89.07,88.98,88.79,88.41,88.48,88.6
paper_spectra__cardboardsce__0055,paper_spectra,cardboardsce,cardboardsce_0055,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,23.79,21.65,20.19,19.94,20.61,22.19,24.72,28.67,34.34,41.64,50.59,59.05,65.12,68.41,70.44,72.62,75.6,78.79,82.04,84.44,85.86,86.42,86.59,86.52,86.34,86.17,86.04,85.9,85.6,85.58,85.58
paper_spectra__cardboardsce__0056,paper_spectra,cardboardsce,cardboardsce_0056,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,23.73,21.6,20.11,19.86,20.55,22.12,24.68,28.64,34.34,41.73,50.78,59.32,65.48,68.73,70.77,72.93,75.95,79.25,82.73,85.41,87.1,87.93,88.26,88.23,88.08,87.97,87.87,87.73,87.47,87.51,87.54
paper_spectra__cardboardsce__0057,paper_spectra,cardboardsce,cardboardsce_0057,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,6.05,5.84,5.79,6.2,7.07,8.32,10.74,15.74,24.67,36.78,50.44,61.98,69.74,73.96,75.98,77.2,77.87,78.1,78.26,78.31,78.43,78.39,78.43,78.43,78.42,78.46,78.4,78.26,78.06,78.31,78.73
paper_spectra__cardboardsce__0058,paper_spectra,cardboardsce,cardboardsce_0058,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,6.1,5.91,5.86,6.25,7.08,8.34,10.75,15.7,24.57,36.71,50.55,62.51,71.39,76.92,80.19,82.35,83.66,84.31,84.81,84.99,85.21,85.25,85.4,85.5,85.68,85.83,85.77,85.49,85.19,85.82,86.86
paper_spectra__cardboardsce__0059,paper_spectra,cardboardsce,cardboardsce_0059,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,5.81,5.68,5.66,6.09,6.9,8.06,10.24,14.79,23.2,35.16,49.21,61.3,69.5,73.96,76.15,77.38,78.1,78.37,78.58,78.61,78.75,78.71,78.76,78.76,78.76,78.82,78.79,78.6,78.39,78.65,79.11
paper_spectra__cardboardsce__0060,paper_spectra,cardboardsce,cardboardsce_0060,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,5.77,5.68,5.67,6.08,6.92,8.08,10.27,14.85,23.31,35.31,49.52,62.09,71.39,77.19,80.54,82.78,84.22,84.89,85.38,85.63,85.86,85.87,86.02,86.14,86.33,86.51,86.47,86.1,85.8,86.5,87.67
paper_spectra__cardboardsce__0061,paper_spectra,cardboardsce,cardboardsce_0061,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,10.7,9.79,9.01,8.55,8.33,8.31,8.44,8.76,9.28,10.03,11.21,12.98,15.22,17.32,19.36,22.13,26.35,31.73,37.55,42.09,44.38,45.32,45.69,45.92,46.29,46.86,47.71,49.3,51.73,54.68,58.13
paper_spectra__cardboardsce__0062,paper_spectra,cardboardsce,cardboardsce_0062,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,10.94,9.96,9.13,8.7,8.46,8.4,8.54,8.89,9.42,10.14,11.33,13.14,15.37,17.46,19.5,22.27,26.49,31.87,37.65,41.97,43.97,44.67,44.86,44.89,45.02,45.42,46.34,48.33,51.43,55.08,59.12
paper_spectra__cardboardsce__0063,paper_spectra,cardboardsce,cardboardsce_0063,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,31.45,31.21,31,30.94,31.12,31.51,32.01,32.88,34.15,35.68,37.47,39.52,41.89,44.14,46.32,48.61,50.65,52.11,53.15,53.96,54.59,55,55.2,55.48,56.1,57.24,58.62,60.01,61.16,62.19,63.18
paper_spectra__cardboardsce__0064,paper_spectra,cardboardsce,cardboardsce_0064,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,31.33,31.08,30.83,30.78,30.96,31.36,31.89,32.77,34.05,35.59,37.4,39.44,41.77,44.04,46.27,48.53,50.56,52.01,53.08,53.91,54.54,54.94,55.13,55.41,56.04,57.19,58.5,59.89,61.07,62.1,63.08
paper_spectra__cardboardsce__0065,paper_spectra,cardboardsce,cardboardsce_0065,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,36.46,33.72,31.03,29.08,27.69,27.17,27.35,27.97,29.22,31.46,35.08,39.62,44.14,47.13,48.74,50.11,51.95,54.5,57.61,60.59,62.63,63.91,65.12,66.89,69.6,72.89,76.07,79.02,81.28,82.99,84.43
paper_spectra__cardboardsce__0066,paper_spectra,cardboardsce,cardboardsce_0066,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,36.8,33.96,31.18,29.23,27.82,27.28,27.47,28.12,29.34,31.61,35.29,39.87,44.5,47.5,49.13,50.54,52.4,54.97,58.04,61.06,63.12,64.4,65.61,67.46,70.17,73.52,76.85,79.94,82.52,84.57,86.33
paper_spectra__cardboardsce__0067,paper_spectra,cardboardsce,cardboardsce_0067,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,11.41,10.07,8.97,8.54,8.55,8.85,9.52,10.89,13.22,16.61,21.92,29.4,39.85,50.89,60.64,68.97,74.94,78.22,80.15,81.04,81.7,82.05,82.23,82.23,82.2,82.27,82.34,82.41,82.31,82.39,82.49
paper_spectra__cardboardsce__0068,paper_spectra,cardboardsce,cardboardsce_0068,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,11.25,9.94,8.83,8.4,8.43,8.72,9.34,10.72,13.07,16.44,21.67,29.08,39.48,50.5,60.33,69.16,76.09,80.46,83.54,85.39,86.62,87.43,87.93,88.25,88.45,88.7,89.01,89.21,89.26,89.52,89.74
paper_spectra__cardboardsce__0069,paper_spectra,cardboardsce,cardboardsce_0069,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,40.08,37.79,35.18,33.06,31.57,31.06,31.4,32.38,34.2,37.42,43.05,50.72,60.06,68.33,74.43,78.71,81.2,82.33,83.06,83.4,83.74,83.97,84.18,84.15,84.14,84.31,84.46,84.49,84.36,84.52,84.62
paper_spectra__cardboardsce__0070,paper_spectra,cardboardsce,cardboardsce_0070,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,40.67,38.39,35.67,33.46,31.93,31.39,31.72,32.69,34.54,37.81,43.51,51.31,60.89,69.55,76.28,81.59,85.24,87.35,88.7,89.5,90.21,90.74,91.14,91.39,91.65,91.91,92.18,92.43,92.45,92.73,92.93
paper_spectra__cardboardsce__0071,paper_spectra,cardboardsce,cardboardsce_0071,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,32.4,36.42,39.27,40.5,41.84,43.1,44.39,45.87,47.16,47.8,47.92,48.13,48.5,48.88,49.71,52.13,56.9,62.44,67.43,70.6,72.06,72.72,73.15,73.55,73.97,74.47,74.96,75.52,76.03,76.7,77.3
paper_spectra__cardboardsce__0072,paper_spectra,cardboardsce,cardboardsce_0072,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,33.02,37.03,39.85,41.04,42.4,43.68,44.98,46.5,47.79,48.46,48.56,48.77,49.17,49.54,50.36,52.81,57.62,63.21,68.35,71.79,73.37,74.07,74.59,75.08,75.61,76.22,76.8,77.47,78.13,78.97,79.76
paper_spectra__cardboardsce__0073,paper_spectra,cardboardsce,cardboardsce_0073,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,54.75,54.4,53.86,53.28,52.47,51.3,49.5,47.5,45.54,43.69,42.25,41.97,42.59,43.2,44.36,47.33,52.87,60.03,68.23,75.61,80.59,83.34,84.54,84.89,85.03,85.2,85.33,85.4,85.31,85.5,85.58
paper_spectra__cardboardsce__0074,paper_spectra,cardboardsce,cardboardsce_0074,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,54.53,54.21,53.71,53.2,52.42,51.24,49.5,47.55,45.55,43.7,42.27,42,42.59,43.19,44.38,47.3,52.84,60,68.2,75.69,80.93,84.03,85.52,86.14,86.43,86.64,86.84,86.93,86.89,87.17,87.38
paper_spectra__cardboardsce__0075,paper_spectra,cardboardsce,cardboardsce_0075,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,46.1,45.1,44.17,43.38,42.35,40.87,38.66,36.05,33.42,30.84,28.56,27.34,26.95,26.73,27.26,29.58,34.95,43.45,54.89,66.71,75.75,81.56,84.57,85.94,86.6,87.01,87.25,87.4,87.35,87.51,87.67
paper_spectra__cardboardsce__0076,paper_spectra,cardboardsce,cardboardsce_0076,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,45.98,44.97,43.99,43.23,42.22,40.7,38.51,35.97,33.34,30.79,28.51,27.29,26.9,26.71,27.24,29.55,34.87,43.37,54.79,66.54,75.64,81.81,85.41,87.27,88.32,89.06,89.5,89.74,89.81,90.11,90.39
paper_spectra__cardboardsce__0077,paper_spectra,cardboardsce,cardboardsce_0077,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,9.25,8.48,7.77,7.34,7.05,6.81,6.61,6.49,6.43,6.37,6.39,6.62,6.85,6.97,7.31,7.98,8.75,10.29,13.62,19.64,28.27,39.32,50.88,60.91,68.82,74.35,77.74,79.82,81.04,81.98,82.81
paper_spectra__cardboardsce__0078,paper_spectra,cardboardsce,cardboardsce_0078,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,9.41,8.58,7.85,7.43,7.14,6.88,6.68,6.56,6.49,6.44,6.45,6.68,6.92,7.05,7.37,8.07,8.83,10.39,13.71,19.77,28.4,39.44,51.05,61.12,69.14,74.81,78.43,80.85,82.37,83.56,84.58
paper_spectra__cardboardsce__0079,paper_spectra,cardboardsce,cardboardsce_0079,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,8.95,8.38,7.93,7.89,8.1,8.4,8.79,9.49,10.38,11.21,12.24,13.81,15.27,16.56,19.7,27.92,41.81,55.23,66.26,73.55,77.48,79.59,80.9,81.7,82.31,82.72,82.56,81.86,81.54,82.66,84.36
paper_spectra__cardboardsce__0080,paper_spectra,cardboardsce,cardboardsce_0080,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,8.96,8.44,7.97,7.89,8.1,8.39,8.8,9.47,10.35,11.2,12.23,13.76,15.21,16.46,19.59,27.82,41.71,55.21,66.33,73.68,77.7,80.01,81.42,82.29,83.03,83.48,83.24,82.44,82.2,83.55,85.56
paper_spectra__cardboardsce__0081,paper_spectra,cardboardsce,cardboardsce_0081,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,6.17,5.95,5.77,5.77,5.81,5.81,5.82,5.86,5.88,5.79,5.7,5.82,5.88,5.9,6.1,6.57,7.05,8.13,10.65,15.49,22.55,32.15,43.03,53.3,62.15,68.91,73.45,76.62,78.63,80.05,81.37
paper_spectra__cardboardsce__0082,paper_spectra,cardboardsce,cardboardsce_0082,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,6.02,5.81,5.63,5.61,5.64,5.61,5.62,5.65,5.65,5.57,5.48,5.59,5.64,5.64,5.82,6.31,6.69,7.7,10.08,14.71,21.66,31.33,42.57,53.27,62.4,69.35,73.98,77.15,79.26,80.78,82.22
paper_spectra__cardboardsce__0083,paper_spectra,cardboardsce,cardboardsce_0083,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,12.59,11.6,10.79,10.28,9.75,9.07,8.33,7.74,7.25,6.79,6.52,6.67,6.78,6.79,7.29,8.89,11.77,16.89,25.63,37.94,51.06,62.47,70.14,74.49,77.18,79,80.25,81.04,81.49,82.11,82.71
paper_spectra__cardboardsce__0084,paper_spectra,cardboardsce,cardboardsce_0084,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,12.69,11.77,10.94,10.4,9.87,9.2,8.45,7.86,7.37,6.88,6.57,6.74,6.88,6.83,7.36,8.99,11.91,17,25.68,37.8,50.74,62,69.68,74.24,77.19,79.2,80.63,81.71,82.47,83.28,84.11
paper_spectra__cardboardsce__0085,paper_spectra,cardboardsce,cardboardsce_0085,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,9.58,8.67,7.86,7.41,7.09,6.82,6.64,6.55,6.48,6.43,6.45,6.7,6.9,6.99,7.29,7.92,8.64,10.28,13.9,20.54,29.79,41.23,52.84,62.79,70.72,76.37,79.87,81.95,82.98,83.72,84.45
paper_spectra__cardboardsce__0086,paper_spectra,cardboardsce,cardboardsce_0086,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,9.56,8.63,7.83,7.38,7.06,6.79,6.59,6.51,6.46,6.39,6.39,6.64,6.86,6.94,7.22,7.87,8.59,10.23,13.87,20.57,29.9,41.4,53.04,63.03,71.1,77,80.9,83.41,84.83,85.88,86.82
paper_spectra__cardboardsce__0087,paper_spectra,cardboardsce,cardboardsce_0087,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,10.32,10.04,9.79,9.7,9.62,9.35,8.96,8.59,8.21,7.8,7.46,7.41,7.44,7.46,7.8,8.68,10.24,13.17,18.17,25.08,32.2,38.57,43.38,46.81,49.62,51.65,52.13,51.48,51.68,54.18,58.45
paper_spectra__cardboardsce__0088,paper_spectra,cardboardsce,cardboardsce_0088,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,10.26,10.01,9.76,9.67,9.57,9.34,8.97,8.57,8.2,7.82,7.48,7.41,7.43,7.46,7.78,8.66,10.21,13.07,17.97,24.75,31.8,38.11,42.92,46.35,49.19,51.21,51.7,51.08,51.28,53.75,58.02
paper_spectra__cardboardsce__0089,paper_spectra,cardboardsce,cardboardsce_0089,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,24.44,22.13,20.09,18.79,17.69,16.69,15.77,15.01,14.44,14.22,14.56,15.4,16.63,19.39,26.14,38.52,53.73,65.16,72.74,76.8,78.73,79.67,80.07,80.06,79.92,79.85,79.86,79.8,79.66,79.79,79.98
paper_spectra__cardboardsce__0090,paper_spectra,cardboardsce,cardboardsce_0090,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,24.4,22.09,20.06,18.73,17.65,16.67,15.75,14.98,14.4,14.19,14.51,15.34,16.55,19.28,26.03,38.45,53.79,65.46,73.57,78.3,80.8,82.11,82.63,82.68,82.56,82.48,82.42,82.32,82.25,82.55,82.76
paper_spectra__cardboardsce__0091,paper_spectra,cardboardsce,cardboardsce_0091,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,22.8,22.9,23.76,25.72,27.99,27.79,23.93,18.56,13.63,9.92,7.31,5.82,5.03,4.54,4.42,4.57,4.43,4.58,5.59,9.38,18.63,34.71,52.49,65.99,74.53,79.42,82.16,83.81,84.69,85.46,86.13
paper_spectra__cardboardsce__0092,paper_spectra,cardboardsce,cardboardsce_0092,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,22.93,23.02,23.78,25.68,27.89,27.59,23.68,18.32,13.42,9.76,7.2,5.76,4.98,4.54,4.46,4.59,4.49,4.63,5.6,9.36,18.41,34.28,51.94,65.55,74.46,79.83,83.04,85.09,86.38,87.4,88.26
paper_spectra__cardboardsce__0093,paper_spectra,cardboardsce,cardboardsce_0093,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,57.29,56.35,55.29,54.32,53.22,51.98,50.18,48.07,45.95,43.89,42.13,41.46,41.59,41.67,42.59,46.12,53.8,63.28,72.26,78.39,81.41,82.78,83.36,83.53,83.56,83.64,83.72,83.72,83.6,83.73,83.8
paper_spectra__cardboardsce__0094,paper_spectra,cardboardsce,cardboardsce_0094,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,57.62,56.62,55.52,54.53,53.42,52.13,50.29,48.18,46.04,43.97,42.18,41.54,41.64,41.7,42.6,46.24,53.97,63.66,73.48,81.25,86.1,89.01,90.64,91.45,91.86,92.19,92.51,92.78,92.76,93.02,93.22
paper_spectra__cardboardsce__0095,paper_spectra,cardboardsce,cardboardsce_0095,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,48.45,47.66,46.66,45.68,44.83,44.34,44.06,44.01,44.24,44.77,45.44,46.19,46.83,47.13,47.22,47.3,47.34,47.18,46.72,46.07,45.25,44.18,43.09,42.23,41.48,40.85,40.42,40.31,40.48,40.98,41.57
paper_spectra__cardboardsce__0096,paper_spectra,cardboardsce,cardboardsce_0096,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,48.06,47.36,46.49,45.64,44.86,44.45,44.27,44.29,44.58,45.14,45.87,46.69,47.32,47.63,47.74,47.82,47.93,47.82,47.41,46.8,45.92,44.85,43.75,42.87,42.09,41.45,40.95,40.78,40.96,41.43,41.99
paper_spectra__cardboardsce__0097,paper_spectra,cardboardsce,cardboardsce_0097,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,38.12,39.54,40.3,40.47,40.75,41.14,41.68,42.33,42.72,42.81,42.67,42.52,42.22,41.77,41.44,41.43,41.53,41.62,41.69,41.93,42.17,42.55,43.21,44.23,45.56,47.08,48.61,50.62,53.18,55.89,58.9
paper_spectra__cardboardsce__0098,paper_spectra,cardboardsce,cardboardsce_0098,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,37.87,39.29,40.1,40.22,40.5,40.92,41.48,42.08,42.47,42.56,42.43,42.27,41.89,41.47,41.17,41.16,41.28,41.41,41.5,41.73,41.98,42.36,43.03,44.06,45.33,46.84,48.41,50.4,52.93,55.66,58.66
paper_spectra__cardboardsce__0099,paper_spectra,cardboardsce,cardboardsce_0099,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,34.51,58.16,83.41,95.16,97.54,94.69,91.23,89.34,87.75,86.15,85.05,84.18,82.99,82.26,81.83,81.54,81.36,81.24,81.37,81.74,82.28,82.96,83.81,84.72,85.37,85.86,86.14,86.34,86.33,86.45,86.57
paper_spectra__cardboardsce__0100,paper_spectra,cardboardsce,cardboardsce_0100,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsce.asc,31,34.55,58.35,83.8,95.83,98.38,95.57,92.14,90.21,88.56,86.96,85.85,84.91,83.67,82.89,82.39,82.07,81.94,81.87,82.01,82.43,83.05,83.8,84.85,85.99,86.83,87.44,87.84,88.12,88.12,88.35,88.51
