sample_id,dataset,subdataset,label,source_file,n_wavelengths,nm_400,nm_410,nm_420,nm_430,nm_440,nm_450,nm_460,nm_470,nm_480,nm_490,nm_500,nm_510,nm_520,nm_530,nm_540,nm_550,nm_560,nm_570,nm_580,nm_590,nm_600,nm_610,nm_620,nm_630,nm_640,nm_650,nm_660,nm_670,nm_680,nm_690,nm_700
paper_spectra__cardboardsci__0017,paper_spectra,cardboardsci,cardboardsci_0017,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,21.12,24.39,27.49,29.63,30.99,31.39,31,29.94,28.3,26.23,23.72,21.06,18.17,15.57,13.58,11.85,10.28,9.11,8.2,7.67,7.28,7.09,7.13,7.34,7.58,7.73,7.76,8.04,9.03,10.84,13.7
paper_spectra__cardboardsci__0018,paper_spectra,cardboardsci,cardboardsci_0018,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,21.17,24.43,27.56,29.73,31.09,31.46,31.06,30,28.35,26.25,23.72,21.06,18.2,15.6,13.61,11.91,10.35,9.18,8.27,7.75,7.36,7.14,7.19,7.41,7.64,7.81,7.86,8.13,9.09,10.88,13.68
paper_spectra__cardboardsci__0019,paper_spectra,cardboardsci,cardboardsci_0019,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,25.68,24.57,23.45,22.44,21.41,20.27,18.92,17.38,15.87,14.47,13.17,12.2,11.48,10.86,10.52,10.55,10.73,11.23,11.98,13.29,14.95,17.41,20.69,24.57,29.11,34.07,39.07,44.64,50.52,55.78,61.25
paper_spectra__cardboardsci__0020,paper_spectra,cardboardsci,cardboardsci_0020,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,25.54,24.49,23.37,22.38,21.36,20.23,18.9,17.36,15.83,14.44,13.14,12.17,11.47,10.83,10.49,10.52,10.69,11.17,11.91,13.21,14.9,17.4,20.7,24.58,29.09,34.02,38.98,44.53,50.39,55.63,61
paper_spectra__cardboardsci__0021,paper_spectra,cardboardsci,cardboardsci_0021,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,25.52,24.41,23.31,22.33,21.3,20.17,18.85,17.33,15.81,14.42,13.11,12.15,11.46,10.83,10.48,10.5,10.7,11.18,11.92,13.23,14.91,17.39,20.68,24.54,29.05,33.98,38.9,44.38,50.21,55.44,60.83
paper_spectra__cardboardsci__0022,paper_spectra,cardboardsci,cardboardsci_0022,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,31.74,38.25,44.27,49.92,56.6,61.71,64.65,66.54,66.31,63.92,59.98,54.9,48.32,41.51,35.03,28.5,22.46,18.12,15.11,13.31,11.97,11.18,11.13,11.72,12.46,12.9,12.53,12.21,13.19,15.66,19.35
paper_spectra__cardboardsci__0023,paper_spectra,cardboardsci,cardboardsci_0023,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,31.39,37.9,43.86,49.44,55.95,60.79,63.46,65.15,64.97,62.85,59.18,54.35,47.97,41.18,34.72,28.25,22.27,17.96,14.98,13.19,11.9,11.1,11.04,11.63,12.39,12.84,12.47,12.12,13.07,15.54,19.22
paper_spectra__cardboardsci__0024,paper_spectra,cardboardsci,cardboardsci_0024,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,31.48,37.96,43.97,49.59,56.15,61.13,63.97,65.77,65.6,63.32,59.53,54.55,48.06,41.31,34.86,28.37,22.39,18.06,15.08,13.28,11.98,11.2,11.12,11.67,12.45,12.88,12.5,12.18,13.14,15.57,19.21
paper_spectra__cardboardsci__0025,paper_spectra,cardboardsci,cardboardsci_0025,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,26.52,25.35,24.15,23.12,22.06,20.87,19.45,17.82,16.2,14.71,13.29,12.27,11.51,10.77,10.35,10.35,10.43,10.73,11.29,12.57,14.36,17.09,20.68,24.83,29.51,34.55,39.65,45.4,51.48,56.88,62.45
paper_spectra__cardboardsci__0026,paper_spectra,cardboardsci,cardboardsci_0026,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,26.2,25.08,23.92,22.89,21.82,20.68,19.27,17.64,16.04,14.57,13.18,12.15,11.41,10.69,10.3,10.26,10.35,10.66,11.22,12.47,14.25,16.95,20.52,24.62,29.27,34.27,39.29,45.01,51.12,56.55,62.09
paper_spectra__cardboardsci__0027,paper_spectra,cardboardsci,cardboardsci_0027,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,26.41,25.27,24.09,23.06,22.02,20.83,19.41,17.79,16.19,14.69,13.28,12.26,11.51,10.76,10.37,10.34,10.44,10.75,11.31,12.6,14.39,17.11,20.71,24.85,29.52,34.56,39.65,45.34,51.4,56.8,62.32
paper_spectra__cardboardsci__0028,paper_spectra,cardboardsci,cardboardsci_0028,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,61.28,64.12,66.58,68.08,68.48,67.38,65.2,62.38,59.24,55.97,52.58,49.65,46.87,44.34,42.61,41.72,41.36,41.57,42.35,44.18,46.73,50.96,57.54,65.96,75.36,84.21,91.08,95.88,98.91,100.82,102.66
paper_spectra__cardboardsci__0029,paper_spectra,cardboardsci,cardboardsci_0029,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,60.72,63.55,66.06,67.54,67.92,66.83,64.63,61.82,58.69,55.42,52.04,49.12,46.38,43.84,42.16,41.29,40.94,41.15,41.96,43.77,46.34,50.61,57.17,65.53,74.87,83.64,90.3,94.83,97.67,99.49,101.21
paper_spectra__cardboardsci__0030,paper_spectra,cardboardsci,cardboardsci_0030,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,61.45,64.13,66.47,67.86,68.19,67.07,64.92,62.13,59,55.76,52.39,49.49,46.76,44.21,42.53,41.65,41.32,41.56,42.37,44.2,46.77,51.07,57.66,66.02,75.36,84.15,90.96,95.88,99.19,101.38,103.47
paper_spectra__cardboardsci__0031,paper_spectra,cardboardsci,cardboardsci_0031,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,19.45,23.84,27.83,31.2,34.36,35.4,34.1,31.76,28.79,25.63,22.5,19.73,17.14,14.9,13.04,11.3,9.7,8.5,7.62,7.17,6.8,6.6,6.67,7.05,7.52,7.85,7.74,7.58,8.06,9.38,11.55
paper_spectra__cardboardsci__0032,paper_spectra,cardboardsci,cardboardsci_0032,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,19.24,23.57,27.54,30.88,34.02,35.05,33.78,31.46,28.54,25.42,22.34,19.61,17.05,14.83,12.99,11.28,9.71,8.52,7.67,7.19,6.8,6.61,6.69,7.04,7.52,7.85,7.72,7.55,8,9.32,11.51
paper_spectra__cardboardsci__0033,paper_spectra,cardboardsci,cardboardsci_0033,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,19.17,23.5,27.45,30.81,33.96,34.97,33.68,31.38,28.42,25.31,22.21,19.47,16.95,14.71,12.87,11.17,9.6,8.4,7.55,7.08,6.73,6.52,6.6,6.96,7.44,7.76,7.66,7.48,7.94,9.26,11.43
paper_spectra__cardboardsci__0034,paper_spectra,cardboardsci,cardboardsci_0034,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,43.38,49.16,53.81,57.2,60.48,62.49,63.19,63.31,62.68,61.22,58.82,55.55,51.09,46.14,41.05,35.56,29.98,25.48,22.06,19.89,18.44,17.68,17.84,18.82,20.11,21.01,20.88,20.59,21.88,25.23,30.19
paper_spectra__cardboardsci__0035,paper_spectra,cardboardsci,cardboardsci_0035,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,43,48.76,53.42,56.81,60.09,62.08,62.78,62.89,62.31,60.84,58.47,55.22,50.76,45.83,40.8,35.39,29.85,25.37,21.98,19.84,18.39,17.62,17.81,18.77,20.06,20.97,20.79,20.51,21.84,25.15,30.05
paper_spectra__cardboardsci__0036,paper_spectra,cardboardsci,cardboardsci_0036,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,43.23,48.98,53.61,57,60.28,62.25,62.92,63.07,62.48,61.02,58.65,55.44,51.03,46.09,41.02,35.58,29.99,25.5,22.08,19.92,18.45,17.68,17.83,18.8,20.09,20.99,20.84,20.57,21.85,25.14,30.02
paper_spectra__cardboardsci__0037,paper_spectra,cardboardsci,cardboardsci_0037,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,37.16,44.24,50.51,56.14,62.59,67.31,69.97,71.69,71.46,69.31,65.68,60.94,54.62,47.83,41.14,34.14,27.38,22.39,18.87,16.64,14.96,13.88,13.74,14.37,15.25,15.7,15.13,14.64,15.82,18.87,23.27
paper_spectra__cardboardsci__0038,paper_spectra,cardboardsci,cardboardsci_0038,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,36.83,43.86,50.14,55.75,62.18,66.88,69.53,71.23,71.02,68.89,65.32,60.6,54.3,47.56,40.88,33.93,27.26,22.31,18.79,16.57,14.91,13.86,13.71,14.32,15.17,15.64,15.07,14.59,15.75,18.78,23.14
paper_spectra__cardboardsci__0039,paper_spectra,cardboardsci,cardboardsci_0039,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,36.96,43.97,50.21,55.8,62.24,66.96,69.59,71.29,71.09,68.96,65.36,60.64,54.36,47.6,40.9,33.95,27.27,22.31,18.78,16.59,14.96,13.89,13.74,14.4,15.27,15.74,15.23,14.75,15.91,18.95,23.29
paper_spectra__cardboardsci__0040,paper_spectra,cardboardsci,cardboardsci_0040,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,42.41,48.14,52.75,56.2,59.56,61.56,62.3,62.48,61.83,60.3,57.81,54.48,50.02,45.13,40.2,34.92,29.59,25.34,22.11,20.04,18.53,17.63,17.64,18.45,19.6,20.33,19.9,19.46,20.81,24.39,29.65
paper_spectra__cardboardsci__0041,paper_spectra,cardboardsci,cardboardsci_0041,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,42.14,47.86,52.53,55.98,59.32,61.35,62.08,62.24,61.59,60.07,57.6,54.29,49.83,44.93,40.01,34.78,29.49,25.24,22.03,19.96,18.44,17.57,17.58,18.37,19.5,20.23,19.8,19.34,20.68,24.26,29.52
paper_spectra__cardboardsci__0042,paper_spectra,cardboardsci,cardboardsci_0042,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,42.06,47.79,52.43,55.88,59.25,61.3,62.02,62.18,61.54,60.02,57.53,54.2,49.75,44.85,39.91,34.68,29.4,25.15,21.93,19.88,18.37,17.48,17.49,18.28,19.4,20.13,19.71,19.24,20.57,24.13,29.38
paper_spectra__cardboardsci__0043,paper_spectra,cardboardsci,cardboardsci_0043,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,62.78,65.98,68.59,70.49,72.31,73.76,75.16,76.52,77.73,78.69,79.52,80.15,80.42,80.23,79.31,77.55,74.76,71.68,68.75,66.2,63.96,62.78,63.12,64.38,66.11,66.81,64.58,62.44,65.4,73,81.2
paper_spectra__cardboardsci__0044,paper_spectra,cardboardsci,cardboardsci_0044,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,62.32,65.5,68.11,69.91,71.66,73.04,74.33,75.57,76.69,77.54,78.29,78.89,79.1,78.98,78.22,76.68,74.09,71.16,68.32,65.83,63.6,62.41,62.74,64,65.72,66.38,64.11,61.96,64.91,72.43,80.5
paper_spectra__cardboardsci__0045,paper_spectra,cardboardsci,cardboardsci_0045,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,62.37,65.6,68.24,70.11,71.87,73.29,74.68,76.02,77.18,78.12,78.98,79.63,79.84,79.66,78.79,77.04,74.32,71.29,68.41,65.86,63.58,62.34,62.66,63.84,65.55,66.14,63.81,61.58,64.51,72.19,80.49
paper_spectra__cardboardsci__0046,paper_spectra,cardboardsci,cardboardsci_0046,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,60.34,63.97,67.04,69.4,71.77,73.76,75.37,76.55,77.12,77.06,76.39,75.08,73,70.51,67.59,64.1,60.08,56.26,52.7,49.72,47.14,45.47,45.35,46.39,48.01,49.06,48.28,47.3,49.57,55.66,63.75
paper_spectra__cardboardsci__0047,paper_spectra,cardboardsci,cardboardsci_0047,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,59.64,63.35,66.43,68.77,71.12,73.06,74.61,75.73,76.26,76.24,75.62,74.39,72.4,69.93,67.07,63.62,59.62,55.81,52.27,49.3,46.77,45.1,44.95,46.02,47.65,48.73,47.98,47.04,49.28,55.29,63.36
paper_spectra__cardboardsci__0048,paper_spectra,cardboardsci,cardboardsci_0048,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,59.98,63.65,66.71,69.06,71.45,73.41,74.97,76.14,76.71,76.66,75.99,74.73,72.68,70.18,67.27,63.82,59.85,56.02,52.48,49.5,46.93,45.25,45.12,46.19,47.78,48.83,48.07,47.09,49.33,55.37,63.47
paper_spectra__cardboardsci__0049,paper_spectra,cardboardsci,cardboardsci_0049,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,61.85,64.25,66.17,67.59,68.98,70.13,71.16,71.99,72.4,72.12,71.22,69.99,68.45,66.6,64.32,61.52,58.13,54.72,51.53,48.85,46.51,44.87,44.43,45.11,46.39,47.29,46.84,46.38,48.09,52.12,57.28
paper_spectra__cardboardsci__0050,paper_spectra,cardboardsci,cardboardsci_0050,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,61.31,63.71,65.67,67.12,68.5,69.62,70.61,71.42,71.8,71.56,70.68,69.53,68.03,66.16,63.97,61.19,57.81,54.44,51.27,48.63,46.34,44.74,44.38,45.09,46.39,47.32,46.92,46.46,48.19,52.28,57.47
paper_spectra__cardboardsci__0051,paper_spectra,cardboardsci,cardboardsci_0051,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,61.35,63.81,65.78,67.18,68.56,69.72,70.73,71.53,71.93,71.69,70.77,69.57,68.06,66.21,63.94,61.14,57.78,54.35,51.18,48.52,46.2,44.59,44.21,44.91,46.2,47.11,46.69,46.21,47.95,52.02,57.22
paper_spectra__cardboardsci__0052,paper_spectra,cardboardsci,cardboardsci_0052,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,57.43,62.64,67.13,70.71,74.29,76.95,78.7,80.01,80.69,80.62,79.84,78.26,75.41,71.8,67.37,61.87,55.49,49.8,45.12,41.8,39.33,37.84,37.88,39.09,40.73,41.73,41.08,40.26,41.89,46.35,52.58
paper_spectra__cardboardsci__0053,paper_spectra,cardboardsci,cardboardsci_0053,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,56.61,61.84,66.35,69.93,73.45,76.06,77.77,79.02,79.66,79.6,78.86,77.37,74.58,70.96,66.53,60.98,54.57,48.86,44.21,40.87,38.41,36.99,37.04,38.25,39.92,40.92,40.32,39.55,41.13,45.54,51.75
paper_spectra__cardboardsci__0054,paper_spectra,cardboardsci,cardboardsci_0054,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,57.19,62.39,66.87,70.45,74,76.61,78.33,79.63,80.29,80.19,79.44,77.91,75.1,71.45,67.06,61.56,55.17,49.48,44.82,41.45,38.97,37.48,37.51,38.7,40.34,41.32,40.68,39.87,41.42,45.87,52.16
paper_spectra__cardboardsci__0055,paper_spectra,cardboardsci,cardboardsci_0055,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,59.13,64.06,67.8,70.47,73.55,76.31,77.85,78.25,77.88,76.86,75.07,72.61,68.96,64.57,59.65,54.02,48.55,45.34,44.13,43.94,43.49,43.29,44.6,47.52,51.26,54.66,56.68,56.58,55.06,54.4,55.35
paper_spectra__cardboardsci__0056,paper_spectra,cardboardsci,cardboardsci_0056,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,58.37,63.29,67.07,69.7,72.7,75.32,76.71,77.08,76.78,75.85,74.21,71.89,68.32,64,59.13,53.53,48.08,44.86,43.63,43.45,43.03,42.83,44.1,47.04,50.8,54.21,56.24,56.08,54.59,53.94,54.91
paper_spectra__cardboardsci__0057,paper_spectra,cardboardsci,cardboardsci_0057,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,58.82,63.74,67.49,70.16,73.21,75.92,77.42,77.82,77.48,76.47,74.73,72.34,68.74,64.39,59.5,53.94,48.5,45.27,44.06,43.89,43.43,43.24,44.52,47.45,51.19,54.57,56.59,56.47,54.98,54.35,55.29
paper_spectra__cardboardsci__0058,paper_spectra,cardboardsci,cardboardsci_0058,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,63.34,67.15,70.05,72.12,74.1,75.56,76.65,77.55,78.27,78.93,79.46,79.55,78.5,76.47,73.39,69.02,63.56,58.33,53.76,50.19,47.35,45.61,45.51,46.6,48.23,49.05,47.88,46.66,48.49,53.84,61.05
paper_spectra__cardboardsci__0059,paper_spectra,cardboardsci,cardboardsci_0059,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,62.67,66.49,69.41,71.52,73.49,74.94,76.01,76.9,77.65,78.29,78.81,78.88,77.93,75.97,72.92,68.65,63.29,58.09,53.54,50.02,47.22,45.48,45.36,46.47,48.12,48.95,47.83,46.67,48.48,53.72,60.85
paper_spectra__cardboardsci__0060,paper_spectra,cardboardsci,cardboardsci_0060,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,62.8,66.67,69.68,71.77,73.77,75.25,76.33,77.23,77.98,78.63,79.19,79.23,78.14,76.12,73,68.64,63.17,57.96,53.42,49.84,47,45.26,45.14,46.22,47.84,48.66,47.5,46.26,48.1,53.43,60.71
paper_spectra__cardboardsci__0061,paper_spectra,cardboardsci,cardboardsci_0061,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,42.59,48.18,52.68,56.03,59.28,61.26,61.99,62.16,61.58,60.15,57.8,54.64,50.3,45.51,40.63,35.34,29.97,25.65,22.34,20.21,18.72,17.88,17.95,18.83,20.05,20.91,20.64,20.28,21.62,25.08,30.17
paper_spectra__cardboardsci__0062,paper_spectra,cardboardsci,cardboardsci_0062,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,42.11,47.69,52.22,55.56,58.77,60.73,61.47,61.62,61.04,59.62,57.27,54.1,49.8,45.02,40.15,34.92,29.61,25.33,22.06,19.98,18.51,17.69,17.75,18.63,19.82,20.66,20.41,20.08,21.39,24.81,29.86
paper_spectra__cardboardsci__0063,paper_spectra,cardboardsci,cardboardsci_0063,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,42.1,47.69,52.21,55.53,58.74,60.71,61.46,61.62,61.03,59.62,57.28,54.1,49.8,45.01,40.14,34.91,29.62,25.34,22.07,19.97,18.51,17.66,17.73,18.6,19.8,20.62,20.34,19.99,21.32,24.71,29.76
paper_spectra__cardboardsci__0064,paper_spectra,cardboardsci,cardboardsci_0064,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,64.09,67.2,69.61,71.22,72.65,73.57,74.19,74.56,74.72,74.64,74.34,73.84,72.83,71.48,69.58,66.88,63.38,59.82,56.54,53.91,51.87,50.97,51.49,53,54.96,55.77,54.13,52.75,55.52,62.27,70.03
paper_spectra__cardboardsci__0065,paper_spectra,cardboardsci,cardboardsci_0065,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,63.47,66.55,68.9,70.44,71.74,72.55,73.05,73.32,73.44,73.33,73.04,72.55,71.56,70.27,68.48,65.91,62.5,59,55.76,53.18,51.13,50.2,50.73,52.26,54.15,54.93,53.35,51.98,54.71,61.43,69.12
paper_spectra__cardboardsci__0066,paper_spectra,cardboardsci,cardboardsci_0066,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,63.67,66.76,69.18,70.78,72.16,73.01,73.56,73.89,74.01,73.9,73.63,73.13,72.14,70.79,68.98,66.38,62.95,59.46,56.27,53.7,51.64,50.7,51.26,52.73,54.63,55.43,53.8,52.38,55.15,61.88,69.61
paper_spectra__cardboardsci__0067,paper_spectra,cardboardsci,cardboardsci_0067,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,57.32,55.76,53.9,52.27,51.08,50.7,51.16,52.04,53.64,56.41,60.8,66.1,71.55,75.74,78.6,81.09,84.15,87.47,90.73,93.03,94.42,95.38,96.17,96.74,97.44,98.2,99.07,100.07,101.04,101.92,102.98
paper_spectra__cardboardsci__0068,paper_spectra,cardboardsci,cardboardsci_0068,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,56.78,55.26,53.47,51.9,50.72,50.35,50.81,51.7,53.27,56.04,60.37,65.56,70.86,74.74,77.27,79.5,82.16,84.87,87.46,89.33,90.51,91.38,92.18,92.78,93.47,94.24,95.13,96.09,96.98,97.89,98.9
paper_spectra__cardboardsci__0069,paper_spectra,cardboardsci,cardboardsci_0069,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,56.91,55.41,53.63,52.04,50.88,50.53,50.99,51.86,53.49,56.26,60.62,65.81,71.1,75.19,77.97,80.54,83.59,87.02,90.65,93.49,95.35,96.66,97.79,98.64,99.63,100.65,101.76,102.94,104.13,105.24,106.52
paper_spectra__cardboardsci__0070,paper_spectra,cardboardsci,cardboardsci_0070,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,8.69,8.27,7.94,7.81,7.83,7.96,8.21,8.55,9,9.5,10.07,10.83,11.83,12.82,13.75,14.83,16.39,18.5,20.88,22.78,23.6,23.99,24.56,25.39,26.58,28.1,29.84,32.39,36.21,40.81,46.41
paper_spectra__cardboardsci__0071,paper_spectra,cardboardsci,cardboardsci_0071,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,8.55,8.13,7.8,7.69,7.72,7.82,8.06,8.39,8.83,9.31,9.88,10.63,11.6,12.58,13.54,14.66,16.17,18.24,20.63,22.55,23.39,23.81,24.38,25.21,26.43,27.95,29.65,32.18,35.94,40.5,46.04
paper_spectra__cardboardsci__0072,paper_spectra,cardboardsci,cardboardsci_0072,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,8.59,8.17,7.86,7.73,7.75,7.85,8.09,8.44,8.88,9.37,9.94,10.7,11.69,12.67,13.61,14.7,16.23,18.34,20.7,22.6,23.4,23.77,24.33,25.13,26.35,27.86,29.56,32.05,35.82,40.33,45.79
paper_spectra__cardboardsci__0073,paper_spectra,cardboardsci,cardboardsci_0073,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,11.73,10.98,10.39,10.31,10.58,11.1,12.06,13.61,15.85,18.66,22.59,27.71,33.73,39.55,46.6,57.15,69.31,78.14,84.29,88.22,90.87,92.88,94.39,95.35,96.4,97.47,98.6,99.73,100.8,101.86,103.06
paper_spectra__cardboardsci__0074,paper_spectra,cardboardsci,cardboardsci_0074,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,11.72,10.97,10.39,10.29,10.57,11.1,12.02,13.56,15.76,18.56,22.46,27.54,33.51,39.28,46.29,56.83,68.98,77.76,83.78,87.56,90.07,91.92,93.38,94.3,95.31,96.39,97.47,98.57,99.61,100.64,101.85
paper_spectra__cardboardsci__0075,paper_spectra,cardboardsci,cardboardsci_0075,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,11.67,10.94,10.38,10.3,10.57,11.09,12.02,13.57,15.78,18.58,22.46,27.51,33.5,39.31,46.33,56.77,68.83,77.61,83.79,87.83,90.6,92.74,94.44,95.54,96.72,97.89,99.1,100.37,101.56,102.71,104.04
paper_spectra__cardboardsci__0076,paper_spectra,cardboardsci,cardboardsci_0076,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,10.81,9.85,9.25,9.29,9.8,10.67,12.16,14.63,18.52,24.22,33.02,44.33,57.82,70.3,80.05,87.51,92.18,94.29,95.56,96.08,96.58,97.01,97.36,97.4,97.61,97.93,98.44,99.03,99.58,100.28,101.17
paper_spectra__cardboardsci__0077,paper_spectra,cardboardsci,cardboardsci_0077,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,10.69,9.78,9.18,9.22,9.73,10.59,12.06,14.52,18.37,24.02,32.75,44,57.53,69.85,79.21,85.96,89.98,91.77,92.8,93.26,93.8,94.26,94.58,94.71,95,95.32,95.85,96.42,97.01,97.7,98.54
paper_spectra__cardboardsci__0078,paper_spectra,cardboardsci,cardboardsci_0078,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,10.38,9.48,8.91,8.96,9.45,10.29,11.75,14.16,17.95,23.55,32.18,43.34,56.73,69.11,78.82,86.35,91.26,93.73,95.3,96.11,96.82,97.43,98,98.2,98.56,99,99.58,100.25,100.92,101.71,102.73
paper_spectra__cardboardsci__0079,paper_spectra,cardboardsci,cardboardsci_0079,E:\Python projects\spetrum_data_from_uef\uef_spectral_data\extracted\paper_spectra\cardboardsci.asc,31,8.3,7.7,7.3,7.38,7.81,8.45,9.53,11.38,14.37,18.93,26.39,36.73,50.32,63.76,74.92,83.9,90.01,93.12,94.93,95.79,96.53,97.15,97.64,97.73,97.99,98.34,98.88,99.51,100.09,100.82,101.77
