390,-3.38235
395,-2.97484
400,-2.61045
405,-2.30349
410,-2.04192
415,-1.84485
420,-1.69307
425,-1.58301
430,-1.47899
435,-1.38112
440,-1.29812
445,-1.24083
450,-1.18894
455,-1.14036
460,-1.06982
465,-0.97463
470,-0.88641
475,-0.81387
480,-0.74762
485,-0.68512
490,-0.62358
495,-0.54505
500,-0.45798
505,-0.36880
510,-0.28358
515,-0.20717
520,-0.14382
525,-0.09983
530,-0.06673
535,-0.04233
540,-0.02024
545,-0.00815
550,-0.00479
555,-0.00023
560,-0.00140
565,-0.00425
570,-0.01177
575,-0.02574
580,-0.04752
585,-0.06615
590,-0.09067
595,-0.12235
600,-0.15998
605,-0.20273
610,-0.25307
615,-0.31016
620,-0.37367
625,-0.44258
630,-0.52566
635,-0.61674
640,-0.71150
645,-0.81040
650,-0.92332
655,-1.04674
660,-1.17581
665,-1.30983
670,-1.44855
675,-1.59274
680,-1.74282
685,-1.89909
690,-2.06242
695,-2.21985
700,-2.37717
705,-2.53598
710,-2.69994
715,-2.86422
720,-3.02469
725,-3.18462
730,-3.34142
735,-3.49761
740,-3.65415
745,-3.80533
750,-3.95706
755,-4.10638
760,-4.25345
765,-4.39991
770,-4.54361
775,-4.68798
780,-4.82762
785,-4.96658
790,-5.10436
795,-5.24132
800,-5.37555
805,-5.50772
810,-5.64077
815,-5.77131
820,-5.89875
825,-6.02583
830,-6.15157
