390,-3.38968
395,-2.96731
400,-2.58674
405,-2.26168
410,-1.98242
415,-1.76625
420,-1.58903
425,-1.45228
430,-1.32807
435,-1.21843
440,-1.12678
445,-1.05450
450,-0.98337
455,-0.92249
460,-0.84937
465,-0.76920
470,-0.69900
475,-0.63593
480,-0.57150
485,-0.50732
490,-0.44928
495,-0.38214
500,-0.32053
505,-0.26032
510,-0.20424
515,-0.15414
520,-0.10856
525,-0.07694
530,-0.05406
535,-0.03462
540,-0.01478
545,-0.00494
550,-0.00404
555,-0.00010
560,-0.00243
565,-0.00665
570,-0.01590
575,-0.03215
580,-0.05674
585,-0.07723
590,-0.10403
595,-0.13833
600,-0.17855
605,-0.22400
610,-0.27718
615,-0.33712
620,-0.40332
625,-0.47472
630,-0.56038
635,-0.65373
640,-0.75034
645,-0.85072
650,-0.96497
655,-1.08950
660,-1.21940
665,-1.35405
670,-1.49324
675,-1.63779
680,-1.78812
685,-1.94458
690,-2.10805
695,-2.26557
700,-2.42295
705,-2.58180
710,-2.74579
715,-2.91010
720,-3.07059
725,-3.23052
730,-3.38733
735,-3.54352
740,-3.70007
745,-3.85125
750,-4.00299
755,-4.15231
760,-4.29939
765,-4.44585
770,-4.58955
775,-4.73392
780,-4.87356
785,-5.01252
790,-5.15031
795,-5.28727
800,-5.42151
805,-5.55368
810,-5.68673
815,-5.81727
820,-5.94471
825,-6.07180
830,-6.19754
