390,-3.22907
395,-2.82709
400,-2.46816
405,-2.16660
410,-1.91036
415,-1.71856
420,-1.57197
425,-1.46705
430,-1.36811
435,-1.27527
440,-1.19722
445,-1.14485
450,-1.09781
455,-1.05403
460,-0.98824
465,-0.89774
470,-0.81416
475,-0.74622
480,-0.68452
485,-0.62651
490,-0.56943
495,-0.49531
500,-0.41261
505,-0.32775
510,-0.24681
515,-0.17463
520,-0.11548
525,-0.07564
530,-0.04666
535,-0.02634
540,-0.00829
545,-0.00020
550,-0.00081
555,-0.00018
560,-0.00525
565,-0.01196
570,-0.02330
575,-0.04106
580,-0.06660
585,-0.08896
590,-0.11717
595,-0.15253
600,-0.19379
605,-0.24014
610,-0.29406
615,-0.35469
620,-0.42172
625,-0.49412
630,-0.58065
635,-0.67517
640,-0.77334
645,-0.87561
650,-0.99188
655,-1.11864
660,-1.25101
665,-1.38831
670,-1.53028
675,-1.67770
680,-1.83098
685,-1.99043
690,-2.15692
695,-2.31749
700,-2.47792
705,-2.63982
710,-2.80685
715,-2.97419
720,-3.13768
725,-3.30061
730,-3.46040
735,-3.61955
740,-3.77903
745,-3.93314
750,-4.08778
755,-4.23998
760,-4.38992
765,-4.53923
770,-4.68575
775,-4.83294
780,-4.97537
785,-5.11710
790,-5.25764
795,-5.39734
800,-5.53430
805,-5.66917
810,-5.80492
815,-5.93812
820,-6.06822
825,-6.19794
830,-6.32631
