L,h,C_max
2,195,7.89184570312
2,198,7.87353515625
2,201,7.85522460938
2,204,7.87353515625
2,207,7.91015625
2,210,7.96508789062
2,213,8.03833007812
2,216,8.1298828125
2,219,8.25805664062
2,222,8.40454101562
2,225,8.5693359375
2,228,8.75244140625
2,231,8.99047851562
2,234,9.24682617188
2,237,9.53979492188
2,240,9.8876953125
2,243,10.2905273438
2,246,10.7482910156
2,249,11.2609863281
2,252,11.865234375
2,255,12.5244140625
2,258,13.2751464844
2,261,14.1357421875
2,264,15.087890625
2,267,16.1682128906
2,270,17.3950195312
2,273,18.7683105469
2,276,20.3247070312
2,279,22.0825195312
2,282,24.0234375
2,285,26.220703125
2,288,28.6926269531
2,291,31.4575195312
2,294,34.5520019531
2,297,38.0310058594
2,300,41.9677734375
2,303,46.435546875
2,306,51.7456054688
2,309,58.5754394531
2,312,67.7307128906
2,315,80.7861328125
2,318,101.220703125
2,321,58.1176757812
2,324,41.8029785156
2,327,34.8266601562
2,330,30.5786132812
2,333,27.6489257812
2,336,25.5249023438
2,339,23.8403320312
2,342,22.4304199219
2,345,21.2219238281
2,348,20.1782226562
2,351,19.2993164062
2,354,18.5302734375
2,357,17.87109375
2,360,17.3034667969
3,0,25.78125
3,3,25.0854492188
3,6,24.4995117188
3,9,24.0051269531
3,12,23.5656738281
3,15,19.9768066406
3,18,16.7175292969
3,21,14.4104003906
3,24,12.7075195312
3,27,11.3708496094
3,30,10.3271484375
3,33,9.48486328125
3,36,8.7890625
3,39,8.203125
3,42,7.70874023438
3,45,7.30590820312
3,48,6.93969726562
3,51,6.64672851562
3,54,6.3720703125
3,57,6.15234375
3,60,5.95092773438
3,63,5.7861328125
3,66,5.6396484375
3,69,5.52978515625
3,72,5.419921875
3,75,5.3466796875
3,78,5.2734375
3,81,5.21850585938
3,84,5.18188476562
3,87,5.16357421875
3,90,5.16357421875
3,93,5.16357421875
3,96,5.18188476562
3,99,5.21850585938
3,102,5.2734375
3,105,5.32836914062
3,108,5.419921875
3,111,5.52978515625
3,114,5.6396484375
3,117,5.7861328125
3,120,5.95092773438
3,123,6.15234375
3,126,6.3720703125
3,129,6.62841796875
3,132,6.92138671875
3,135,7.28759765625
3,138,7.6904296875
3,141,8.16650390625
3,144,8.73413085938
3,147,9.39331054688
3,150,10.1623535156
3,153,11.0412597656
3,156,11.9934082031
3,159,12.7990722656
3,162,13.1652832031
3,165,13.2202148438
3,168,13.1103515625
3,171,12.9455566406
3,174,12.7624511719
3,177,12.5610351562
3,180,12.3779296875
3,183,12.2131347656
3,186,12.0849609375
3,189,11.9750976562
3,192,11.8835449219
3,195,11.8286132812
3,198,11.8103027344
3,201,11.7919921875
3,204,11.8286132812
3,207,11.865234375
3,210,11.9567871094
3,213,12.0666503906
3,216,12.2131347656
3,219,12.3779296875
3,222,12.59765625
