x,y,Y,X,Z,L,a,b,C,h
0.312711232114,0.329506686665,0,0,0,0,0,0,0,0
0.00448439758647,0.661031829039,1,0.006783935946,0.506002523148,8.99144240437,-38.4778970558,8.24476096762,39.3512978852,167.905958592
0.00422809845789,0.620047416986,1,0.006818992132,0.605960889867,8.99144240437,-38.4764588281,6.81103208779,39.0746470496,169.961596819
0.0067310162393,0.699018213799,1,0.009629242996,0.420948645046,8.99144240437,-38.3611644619,9.46471088656,39.5115133985,166.140423948
0.00587728899023,0.576227290686,1,0.010199601937,0.725226706682,8.99144240437,-38.3377647101,5.10037142419,38.6755477225,172.421994979
0.0110604188085,0.73341920863,1,0.015080623303,0.348396073562,8.99144240437,-38.137514166,10.5053513097,39.5579624463,164.599260265
0.00926958149545,0.530067557368,1,0.017487547326,0.869064432888,8.99144240437,-38.0387668324,3.03726946645,38.1598321268,175.434807237
0.0181309138246,0.765167268145,1,0.023695359929,0.283208426512,8.99144240437,-37.7840828722,11.4403547042,39.4780778946,163.154612143
0.0142128794759,0.4824642602,1,0.029458927113,1.04323346172,8.99144240437,-37.5476246849,0.570737565129,37.5519621437,179.129150358
0.0276380080028,0.791510678226,1,0.034918048187,0.228488785744,8.99144240437,-37.3236568135,12.225212759,39.2748161668,161.864000704
0.0205225636461,0.434410765719,1,0.047242299836,1.25472643325,8.99144240437,-36.8180376176,-2.12759285783,36.8794596676,183.307255928
0.0392109590653,0.81133830525,1,0.048328741305,0.184202736044,8.99144240437,-36.7734648778,12.8604191005,38.9573882409,160.724242957
0.0524877896098,0.824523732689,1,0.063658312707,0.149163053561,8.99144240437,-36.144548349,13.3630023895,38.5356744877,159.710140674
0.0279736447331,0.386888148857,1,0.072304217164,1.51242215131,8.99144240437,-35.7898383525,-5.03248094232,36.1419201722,188.003998756
0.0669850221381,0.831664424794,1,0.080543329907,0.121864720969,8.99144240437,-35.4518175396,13.7545494815,38.0265564876,158.794808439
0.0823365911622,0.833538952724,1,0.098779536209,0.100924444909,8.99144240437,-34.7036523585,14.0549013132,37.441737913,157.952163015
0.0358678432225,0.343335318054,1,0.104468842372,1.80813567984,8.99144240437,-34.4702408306,-7.98401387846,35.3827921529,193.040915324
