L,h,C_max
2,189,8.66088867188
2,192,8.75244140625
2,195,8.8623046875
2,198,8.99047851562
2,201,9.13696289062
2,204,9.32006835938
2,207,9.53979492188
2,210,9.77783203125
2,213,10.0708007812
2,216,10.3820800781
2,219,10.7666015625
2,222,11.1877441406
2,225,11.6821289062
2,228,12.2497558594
2,231,12.9089355469
2,234,13.6779785156
2,237,14.5751953125
2,240,15.6188964844
2,243,16.8273925781
2,246,18.2556152344
2,249,19.9584960938
2,252,21.9543457031
2,255,24.2980957031
2,258,27.0812988281
2,261,30.322265625
2,264,34.0576171875
2,267,38.2873535156
2,270,42.9748535156
2,273,48.0834960938
2,276,53.5583496094
2,279,59.326171875
2,282,65.4235839844
2,285,71.8688964844
2,288,78.7536621094
2,291,85.2172851562
2,294,82.8552246094
2,297,72.216796875
2,300,45.8862304688
2,303,35.9802246094
2,306,30.7250976562
2,309,27.2277832031
2,312,24.6459960938
2,315,22.6684570312
2,318,21.0754394531
2,321,19.7937011719
2,324,18.7133789062
2,327,17.8161621094
2,330,17.0471191406
2,333,16.3696289062
2,336,15.8020019531
2,339,15.3076171875
2,342,14.8864746094
2,345,14.5202636719
2,348,14.208984375
2,351,13.9526367188
2,354,13.7329101562
2,357,13.5681152344
2,360,13.4399414062
3,0,20.1599121094
3,3,20.0134277344
3,6,19.9401855469
3,9,19.921875
3,12,19.9401855469
3,15,19.9768066406
3,18,16.7175292969
3,21,14.4104003906
3,24,12.6892089844
3,27,11.3525390625
3,30,10.3088378906
3,33,9.46655273438
3,36,8.77075195312
3,39,8.18481445312
3,42,7.6904296875
3,45,7.28759765625
3,48,6.92138671875
3,51,6.62841796875
3,54,6.35375976562
3,57,6.13403320312
3,60,5.9326171875
3,63,5.76782226562
3,66,5.62133789062
3,69,5.51147460938
3,72,5.40161132812
3,75,5.32836914062
3,78,5.25512695312
3,81,5.2001953125
3,84,5.16357421875
3,87,5.14526367188
3,90,5.14526367188
3,93,5.14526367188
3,96,5.16357421875
3,99,5.2001953125
3,102,5.25512695312
3,105,5.31005859375
3,108,5.40161132812
3,111,5.4931640625
3,114,5.62133789062
3,117,5.76782226562
3,120,5.9326171875
3,123,6.11572265625
3,126,6.33544921875
3,129,6.591796875
3,132,6.90307617188
3,135,7.23266601562
3,138,7.63549804688
3,141,8.11157226562
3,144,8.642578125
3,147,9.24682617188
3,150,9.94262695312
3,153,10.6384277344
3,156,11.2976074219
3,159,11.865234375
3,162,12.2680664062
3,165,12.4877929688
3,168,12.5793457031
3,171,12.6342773438
3,174,12.6708984375
3,177,12.7075195312
3,180,12.744140625
3,183,12.7990722656
3,186,12.890625
3,189,13.0004882812
3,192,13.1286621094
3,195,13.2934570312
3,198,13.4765625
3,201,13.7145996094
3,204,13.9892578125
3,207,14.3188476562
3,210,14.6850585938
3,213,15.1062011719
